"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"192","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2009-10",4,"Age","≥6 Months",43.9,"42.3 to 45.5",12179,2009-04-01
"193","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2009-10",4,"Age","≥6 Months",48.7,"46.8 to 50.6",8243,2009-04-01
"194","Seasonal Influenza","States/Local Areas","South Carolina",45,"2009-10",4,"Age","≥6 Months",39.6,"37.7 to 41.5",10809,2009-04-01
"195","Seasonal Influenza","States/Local Areas","South Dakota",46,"2009-10",4,"Age","≥6 Months",52.7,"50.5 to 54.9",8664,2009-04-01
"196","Seasonal Influenza","States/Local Areas","Tennessee",47,"2009-10",4,"Age","≥6 Months",44.1,"41.7 to 46.5",7294,2009-04-01
"197","Seasonal Influenza","States/Local Areas","Texas",48,"2009-10",4,"Age","≥6 Months",40.3,"38.7 to 41.9",20682,2009-04-01
"198","Seasonal Influenza","States/Local Areas","Utah",49,"2009-10",4,"Age","≥6 Months",43,"41.3 to 44.7",11042,2009-04-01
"199","Seasonal Influenza","States/Local Areas","Vermont",50,"2009-10",4,"Age","≥6 Months",46.4,"44.4 to 48.4",7750,2009-04-01
"200","Seasonal Influenza","States/Local Areas","Virginia",51,"2009-10",4,"Age","≥6 Months",47.5,"44.7 to 50.3",7128,2009-04-01
"201","Seasonal Influenza","States/Local Areas","Washington",53,"2009-10",4,"Age","≥6 Months",42,"40.5 to 43.5",17955,2009-04-01
"202","Seasonal Influenza","States/Local Areas","West Virginia",54,"2009-10",4,"Age","≥6 Months",43.9,"41.4 to 46.4",6924,2009-04-01
"203","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2009-10",4,"Age","≥6 Months",41.2,"38.8 to 43.6",5516,2009-04-01
"204","Seasonal Influenza","States/Local Areas","Wyoming",56,"2009-10",4,"Age","≥6 Months",42.7,"40.6 to 44.8",8054,2009-04-01
"205","Seasonal Influenza","States/Local Areas","Alabama",1,"2009-10",5,"Age","≥6 Months",39.8,"37.8 to 41.8",9323,2009-05-01
"206","Seasonal Influenza","States/Local Areas","Alaska",2,"2009-10",5,"Age","≥6 Months",38.1,"35.3 to 40.9",4987,2009-05-01
"207","Seasonal Influenza","States/Local Areas","Arizona",4,"2009-10",5,"Age","≥6 Months",41.2,"38.6 to 43.8",8065,2009-05-01
"208","Seasonal Influenza","States/Local Areas","Arkansas",5,"2009-10",5,"Age","≥6 Months",52.1,"48.2 to 56.0",5871,2009-05-01
"209","Seasonal Influenza","States/Local Areas","California",6,"2009-10",5,"Age","≥6 Months",36.9,"35.5 to 38.3",17151,2009-05-01
"210","Seasonal Influenza","States/Local Areas","Colorado",8,"2009-10",5,"Age","≥6 Months",45,"42.7 to 47.3",10746,2009-05-01
"211","Seasonal Influenza","States/Local Areas","Connecticut",9,"2009-10",5,"Age","≥6 Months",44.6,"42.5 to 46.7",8563,2009-05-01
"212","Seasonal Influenza","States/Local Areas","Delaware",10,"2009-10",5,"Age","≥6 Months",44.4,"42.0 to 46.8",7145,2009-05-01
"213","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2009-10",5,"Age","≥6 Months",43.6,"40.6 to 46.6",6307,2009-05-01
"214","Seasonal Influenza","States/Local Areas","Florida",12,"2009-10",5,"Age","≥6 Months",35.3,"33.8 to 36.8",25071,2009-05-01
"215","Seasonal Influenza","States/Local Areas","Georgia",13,"2009-10",5,"Age","≥6 Months",36.7,"34.6 to 38.8",7795,2009-05-01
"216","Seasonal Influenza","States/Local Areas","Hawaii",15,"2009-10",5,"Age","≥6 Months",56,"53.8 to 58.2",9816,2009-05-01
"217","Seasonal Influenza","States/Local Areas","Idaho",16,"2009-10",5,"Age","≥6 Months",34,"31.9 to 36.1",8680,2009-05-01
"218","Seasonal Influenza","States/Local Areas","Illinois",17,"2009-10",5,"Age","≥6 Months",38.1,"36.0 to 40.2",8728,2009-05-01
"219","Seasonal Influenza","States/Local Areas","Indiana",18,"2009-10",5,"Age","≥6 Months",41.5,"39.9 to 43.1",11036,2009-05-01
"220","Seasonal Influenza","States/Local Areas","Iowa",19,"2009-10",5,"Age","≥6 Months",48.8,"46.9 to 50.7",8156,2009-05-01
"221","Seasonal Influenza","States/Local Areas","Kansas",20,"2009-10",5,"Age","≥6 Months",41.9,"40.3 to 43.5",13899,2009-05-01
"222","Seasonal Influenza","States/Local Areas","Kentucky",21,"2009-10",5,"Age","≥6 Months",43.6,"41.6 to 45.6",9809,2009-05-01
"223","Seasonal Influenza","States/Local Areas","Louisiana",22,"2009-10",5,"Age","≥6 Months",42.9,"41.0 to 44.8",8942,2009-05-01
"224","Seasonal Influenza","States/Local Areas","Maine",23,"2009-10",5,"Age","≥6 Months",49.9,"48.1 to 51.7",8867,2009-05-01
"225","Seasonal Influenza","States/Local Areas","Maryland",24,"2009-10",5,"Age","≥6 Months",44.5,"42.8 to 46.2",10878,2009-05-01
"226","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2009-10",5,"Age","≥6 Months",51.6,"49.4 to 53.8",14087,2009-05-01
"227","Seasonal Influenza","States/Local Areas","Michigan",26,"2009-10",5,"Age","≥6 Months",36.8,"35.1 to 38.5",10668,2009-05-01
"228","Seasonal Influenza","States/Local Areas","Minnesota",27,"2009-10",5,"Age","≥6 Months",51.2,"48.9 to 53.5",8852,2009-05-01
"229","Seasonal Influenza","States/Local Areas","Mississippi",28,"2009-10",5,"Age","≥6 Months",38.2,"36.2 to 40.2",11356,2009-05-01
"230","Seasonal Influenza","States/Local Areas","Missouri",29,"2009-10",5,"Age","≥6 Months",40.9,"38.7 to 43.1",7074,2009-05-01
"231","Seasonal Influenza","States/Local Areas","Montana",30,"2009-10",5,"Age","≥6 Months",38,"36.1 to 39.9",9059,2009-05-01
"232","Seasonal Influenza","States/Local Areas","Nebraska",31,"2009-10",5,"Age","≥6 Months",48.3,"46.1 to 50.5",15971,2009-05-01
"233","Seasonal Influenza","States/Local Areas","Nevada",32,"2009-10",5,"Age","≥6 Months",31.2,"29.1 to 33.3",7299,2009-05-01
"234","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2009-10",5,"Age","≥6 Months",49.1,"47.2 to 51.0",7343,2009-05-01
"235","Seasonal Influenza","States/Local Areas","New Jersey",34,"2009-10",5,"Age","≥6 Months",40.3,"38.6 to 42.0",11653,2009-05-01
"236","Seasonal Influenza","States/Local Areas","New Mexico",35,"2009-10",5,"Age","≥6 Months",47.2,"45.0 to 49.4",9365,2009-05-01
"237","Seasonal Influenza","States/Local Areas","New York",36,"2009-10",5,"Age","≥6 Months",43.4,"41.5 to 45.3",9661,2009-05-01
"238","Seasonal Influenza","States/Local Areas","North Carolina",37,"2009-10",5,"Age","≥6 Months",42.5,"40.1 to 44.9",11267,2009-05-01
"239","Seasonal Influenza","States/Local Areas","North Dakota",38,"2009-10",5,"Age","≥6 Months",45.6,"43.1 to 48.1",6501,2009-05-01
"240","Seasonal Influenza","States/Local Areas","Ohio",39,"2009-10",5,"Age","≥6 Months",40.6,"38.3 to 42.9",11152,2009-05-01
"241","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2009-10",5,"Age","≥6 Months",43.9,"42.0 to 45.8",9792,2009-05-01
"242","Seasonal Influenza","States/Local Areas","Oregon",41,"2009-10",5,"Age","≥6 Months",38.2,"36.3 to 40.1",8182,2009-05-01
"243","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2009-10",5,"Age","≥6 Months",43.9,"42.3 to 45.5",12179,2009-05-01
"244","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2009-10",5,"Age","≥6 Months",48.7,"46.8 to 50.6",8243,2009-05-01
"245","Seasonal Influenza","States/Local Areas","South Carolina",45,"2009-10",5,"Age","≥6 Months",39.6,"37.7 to 41.5",10809,2009-05-01
"246","Seasonal Influenza","States/Local Areas","South Dakota",46,"2009-10",5,"Age","≥6 Months",53,"50.8 to 55.2",8664,2009-05-01
"247","Seasonal Influenza","States/Local Areas","Tennessee",47,"2009-10",5,"Age","≥6 Months",44.1,"41.7 to 46.5",7294,2009-05-01
"248","Seasonal Influenza","States/Local Areas","Texas",48,"2009-10",5,"Age","≥6 Months",40.4,"38.8 to 42.0",20682,2009-05-01
"249","Seasonal Influenza","States/Local Areas","Utah",49,"2009-10",5,"Age","≥6 Months",43,"41.3 to 44.7",11042,2009-05-01
"250","Seasonal Influenza","States/Local Areas","Vermont",50,"2009-10",5,"Age","≥6 Months",46.5,"44.5 to 48.5",7750,2009-05-01
"251","Seasonal Influenza","States/Local Areas","Virginia",51,"2009-10",5,"Age","≥6 Months",47.5,"44.7 to 50.3",7128,2009-05-01
"252","Seasonal Influenza","States/Local Areas","Washington",53,"2009-10",5,"Age","≥6 Months",42.3,"40.7 to 43.9",17955,2009-05-01
"253","Seasonal Influenza","States/Local Areas","West Virginia",54,"2009-10",5,"Age","≥6 Months",43.9,"41.4 to 46.4",6924,2009-05-01
"254","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2009-10",5,"Age","≥6 Months",41.2,"38.8 to 43.6",5516,2009-05-01
"255","Seasonal Influenza","States/Local Areas","Wyoming",56,"2009-10",5,"Age","≥6 Months",42.8,"40.7 to 44.9",8054,2009-05-01
"256","Seasonal Influenza","States/Local Areas","Alabama",1,"2009-10",8,"Age","≥6 Months",1.6,"0.7 to 2.5",9323,2009-08-01
"257","Seasonal Influenza","States/Local Areas","Alaska",2,"2009-10",8,"Age","≥6 Months",0.9,"0.6 to 1.2",4987,2009-08-01
"258","Seasonal Influenza","States/Local Areas","Arizona",4,"2009-10",8,"Age","≥6 Months",0.9,"0.7 to 1.1",8065,2009-08-01
"259","Seasonal Influenza","States/Local Areas","Arkansas",5,"2009-10",8,"Age","≥6 Months",0.7,"0.4 to 1.0",5871,2009-08-01
"260","Seasonal Influenza","States/Local Areas","California",6,"2009-10",8,"Age","≥6 Months",0.9,"0.7 to 1.1",17151,2009-08-01
"261","Seasonal Influenza","States/Local Areas","Colorado",8,"2009-10",8,"Age","≥6 Months",NA,"NR †",10746,2009-08-01
"262","Seasonal Influenza","States/Local Areas","Connecticut",9,"2009-10",8,"Age","≥6 Months",0.8,"0.5 to 1.1",8563,2009-08-01
"263","Seasonal Influenza","States/Local Areas","Delaware",10,"2009-10",8,"Age","≥6 Months",0.7,"0.4 to 1.0",7145,2009-08-01
"264","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2009-10",8,"Age","≥6 Months",1.2,"0.5 to 1.9",6307,2009-08-01
"265","Seasonal Influenza","States/Local Areas","Florida",12,"2009-10",8,"Age","≥6 Months",1.1,"0.7 to 1.5",25071,2009-08-01
"266","Seasonal Influenza","States/Local Areas","Georgia",13,"2009-10",8,"Age","≥6 Months",1.5,"0.9 to 2.1",7795,2009-08-01
"267","Seasonal Influenza","States/Local Areas","Hawaii",15,"2009-10",8,"Age","≥6 Months",2.9,"2.0 to 3.8",9816,2009-08-01
"268","Seasonal Influenza","States/Local Areas","Idaho",16,"2009-10",8,"Age","≥6 Months",0.7,"0.3 to 1.1",8680,2009-08-01
"269","Seasonal Influenza","States/Local Areas","Illinois",17,"2009-10",8,"Age","≥6 Months",1,"0.6 to 1.4",8728,2009-08-01
"270","Seasonal Influenza","States/Local Areas","Indiana",18,"2009-10",8,"Age","≥6 Months",1,"0.6 to 1.4",11036,2009-08-01
"271","Seasonal Influenza","States/Local Areas","Iowa",19,"2009-10",8,"Age","≥6 Months",1.3,"0.9 to 1.7",8156,2009-08-01
"272","Seasonal Influenza","States/Local Areas","Kansas",20,"2009-10",8,"Age","≥6 Months",0.9,"0.7 to 1.1",13899,2009-08-01
"273","Seasonal Influenza","States/Local Areas","Kentucky",21,"2009-10",8,"Age","≥6 Months",1.1,"0.7 to 1.5",9809,2009-08-01
"274","Seasonal Influenza","States/Local Areas","Louisiana",22,"2009-10",8,"Age","≥6 Months",1.4,"0.8 to 2.0",8942,2009-08-01
"275","Seasonal Influenza","States/Local Areas","Maine",23,"2009-10",8,"Age","≥6 Months",0.5,"0.3 to 0.7",8867,2009-08-01
"276","Seasonal Influenza","States/Local Areas","Maryland",24,"2009-10",8,"Age","≥6 Months",1,"0.6 to 1.4",10878,2009-08-01
"277","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2009-10",8,"Age","≥6 Months",1,"0.7 to 1.3",14087,2009-08-01
"278","Seasonal Influenza","States/Local Areas","Michigan",26,"2009-10",8,"Age","≥6 Months",0.8,"0.5 to 1.1",10668,2009-08-01
"279","Seasonal Influenza","States/Local Areas","Minnesota",27,"2009-10",8,"Age","≥6 Months",0.6,"0.4 to 0.8",8852,2009-08-01
"280","Seasonal Influenza","States/Local Areas","Mississippi",28,"2009-10",8,"Age","≥6 Months",0.7,"0.4 to 1.0",11356,2009-08-01
"281","Seasonal Influenza","States/Local Areas","Missouri",29,"2009-10",8,"Age","≥6 Months",0.7,"0.4 to 1.0",7074,2009-08-01
"282","Seasonal Influenza","States/Local Areas","Montana",30,"2009-10",8,"Age","≥6 Months",0.6,"0.4 to 0.8",9059,2009-08-01
"283","Seasonal Influenza","States/Local Areas","Nebraska",31,"2009-10",8,"Age","≥6 Months",1,"0.6 to 1.4",15971,2009-08-01
"284","Seasonal Influenza","States/Local Areas","Nevada",32,"2009-10",8,"Age","≥6 Months",1.1,"0.6 to 1.6",7299,2009-08-01
"285","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2009-10",8,"Age","≥6 Months",0.4,"0.2 to 0.6",7343,2009-08-01
"286","Seasonal Influenza","States/Local Areas","New Jersey",34,"2009-10",8,"Age","≥6 Months",0.8,"0.5 to 1.1",11653,2009-08-01
"287","Seasonal Influenza","States/Local Areas","New Mexico",35,"2009-10",8,"Age","≥6 Months",1.2,"0.6 to 1.8",9365,2009-08-01
"288","Seasonal Influenza","States/Local Areas","New York",36,"2009-10",8,"Age","≥6 Months",0.5,"0.3 to 0.7",9661,2009-08-01
"289","Seasonal Influenza","States/Local Areas","North Carolina",37,"2009-10",8,"Age","≥6 Months",1.2,"0.8 to 1.6",11267,2009-08-01
"290","Seasonal Influenza","States/Local Areas","North Dakota",38,"2009-10",8,"Age","≥6 Months",0.9,"0.5 to 1.3",6501,2009-08-01
"291","Seasonal Influenza","States/Local Areas","Ohio",39,"2009-10",8,"Age","≥6 Months",1,"0.7 to 1.3",11152,2009-08-01
"292","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2009-10",8,"Age","≥6 Months",0.8,"0.4 to 1.2",9792,2009-08-01
"293","Seasonal Influenza","States/Local Areas","Oregon",41,"2009-10",8,"Age","≥6 Months",0.5,"0.3 to 0.7",8182,2009-08-01
"294","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2009-10",8,"Age","≥6 Months",0.6,"0.4 to 0.8",12179,2009-08-01
"295","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2009-10",8,"Age","≥6 Months",1,"0.7 to 1.3",8243,2009-08-01
"296","Seasonal Influenza","States/Local Areas","South Carolina",45,"2009-10",8,"Age","≥6 Months",0.7,"0.5 to 0.9",10809,2009-08-01
"297","Seasonal Influenza","States/Local Areas","South Dakota",46,"2009-10",8,"Age","≥6 Months",0.7,"0.3 to 1.1",8664,2009-08-01
"298","Seasonal Influenza","States/Local Areas","Tennessee",47,"2009-10",8,"Age","≥6 Months",0.9,"0.5 to 1.3",7294,2009-08-01
"299","Seasonal Influenza","States/Local Areas","Texas",48,"2009-10",8,"Age","≥6 Months",1.4,"1.1 to 1.7",20682,2009-08-01
"300","Seasonal Influenza","States/Local Areas","Utah",49,"2009-10",8,"Age","≥6 Months",0.8,"0.5 to 1.1",11042,2009-08-01
"301","Seasonal Influenza","States/Local Areas","Vermont",50,"2009-10",8,"Age","≥6 Months",NA,"NR †",7750,2009-08-01
"302","Seasonal Influenza","States/Local Areas","Virginia",51,"2009-10",8,"Age","≥6 Months",1.1,"0.7 to 1.5",7128,2009-08-01
"303","Seasonal Influenza","States/Local Areas","Washington",53,"2009-10",8,"Age","≥6 Months",0.6,"0.4 to 0.8",17955,2009-08-01
"304","Seasonal Influenza","States/Local Areas","West Virginia",54,"2009-10",8,"Age","≥6 Months",0.7,"0.5 to 0.9",6924,2009-08-01
"305","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2009-10",8,"Age","≥6 Months",0.7,"0.4 to 1.0",5516,2009-08-01
"306","Seasonal Influenza","States/Local Areas","Wyoming",56,"2009-10",8,"Age","≥6 Months",0.8,"0.5 to 1.1",8054,2009-08-01
"307","Seasonal Influenza","States/Local Areas","Alabama",1,"2009-10",9,"Age","≥6 Months",9.5,"8.0 to 11.0",9323,2009-09-01
"308","Seasonal Influenza","States/Local Areas","Alaska",2,"2009-10",9,"Age","≥6 Months",8.3,"7.1 to 9.5",4987,2009-09-01
"309","Seasonal Influenza","States/Local Areas","Arizona",4,"2009-10",9,"Age","≥6 Months",8.7,"7.6 to 9.8",8065,2009-09-01
"310","Seasonal Influenza","States/Local Areas","Arkansas",5,"2009-10",9,"Age","≥6 Months",6.3,"4.7 to 7.9",5871,2009-09-01
"311","Seasonal Influenza","States/Local Areas","California",6,"2009-10",9,"Age","≥6 Months",6.5,"5.9 to 7.1",17151,2009-09-01
"312","Seasonal Influenza","States/Local Areas","Colorado",8,"2009-10",9,"Age","≥6 Months",9.7,"8.2 to 11.2",10746,2009-09-01
"313","Seasonal Influenza","States/Local Areas","Connecticut",9,"2009-10",9,"Age","≥6 Months",7.8,"6.9 to 8.7",8563,2009-09-01
"314","Seasonal Influenza","States/Local Areas","Delaware",10,"2009-10",9,"Age","≥6 Months",8.2,"7.3 to 9.1",7145,2009-09-01
"315","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2009-10",9,"Age","≥6 Months",9.8,"8.3 to 11.3",6307,2009-09-01
"316","Seasonal Influenza","States/Local Areas","Florida",12,"2009-10",9,"Age","≥6 Months",7.7,"7.0 to 8.4",25071,2009-09-01
"317","Seasonal Influenza","States/Local Areas","Georgia",13,"2009-10",9,"Age","≥6 Months",9,"7.9 to 10.1",7795,2009-09-01
"318","Seasonal Influenza","States/Local Areas","Hawaii",15,"2009-10",9,"Age","≥6 Months",12.4,"11.2 to 13.6",9816,2009-09-01
"319","Seasonal Influenza","States/Local Areas","Idaho",16,"2009-10",9,"Age","≥6 Months",6.8,"5.9 to 7.7",8680,2009-09-01
"320","Seasonal Influenza","States/Local Areas","Illinois",17,"2009-10",9,"Age","≥6 Months",8.1,"7.2 to 9.0",8728,2009-09-01
"321","Seasonal Influenza","States/Local Areas","Indiana",18,"2009-10",9,"Age","≥6 Months",8.4,"7.6 to 9.2",11036,2009-09-01
"322","Seasonal Influenza","States/Local Areas","Iowa",19,"2009-10",9,"Age","≥6 Months",10.4,"9.2 to 11.6",8156,2009-09-01
"323","Seasonal Influenza","States/Local Areas","Kansas",20,"2009-10",9,"Age","≥6 Months",9.9,"9.1 to 10.7",13899,2009-09-01
"324","Seasonal Influenza","States/Local Areas","Kentucky",21,"2009-10",9,"Age","≥6 Months",9.6,"8.7 to 10.5",9809,2009-09-01
"325","Seasonal Influenza","States/Local Areas","Louisiana",22,"2009-10",9,"Age","≥6 Months",7.8,"6.9 to 8.7",8942,2009-09-01
"326","Seasonal Influenza","States/Local Areas","Maine",23,"2009-10",9,"Age","≥6 Months",7,"6.2 to 7.8",8867,2009-09-01
"327","Seasonal Influenza","States/Local Areas","Maryland",24,"2009-10",9,"Age","≥6 Months",9.6,"8.8 to 10.4",10878,2009-09-01
"328","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2009-10",9,"Age","≥6 Months",10.3,"9.4 to 11.2",14087,2009-09-01
"329","Seasonal Influenza","States/Local Areas","Michigan",26,"2009-10",9,"Age","≥6 Months",7.6,"6.8 to 8.4",10668,2009-09-01
"330","Seasonal Influenza","States/Local Areas","Minnesota",27,"2009-10",9,"Age","≥6 Months",10.6,"9.6 to 11.6",8852,2009-09-01
"331","Seasonal Influenza","States/Local Areas","Mississippi",28,"2009-10",9,"Age","≥6 Months",6.4,"5.6 to 7.2",11356,2009-09-01
"332","Seasonal Influenza","States/Local Areas","Missouri",29,"2009-10",9,"Age","≥6 Months",7.8,"6.8 to 8.8",7074,2009-09-01
"333","Seasonal Influenza","States/Local Areas","Montana",30,"2009-10",9,"Age","≥6 Months",6.5,"5.8 to 7.2",9059,2009-09-01
"334","Seasonal Influenza","States/Local Areas","Nebraska",31,"2009-10",9,"Age","≥6 Months",9,"8.1 to 9.9",15971,2009-09-01
"335","Seasonal Influenza","States/Local Areas","Nevada",32,"2009-10",9,"Age","≥6 Months",6.2,"5.3 to 7.1",7299,2009-09-01
"336","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2009-10",9,"Age","≥6 Months",7.3,"6.5 to 8.1",7343,2009-09-01
"337","Seasonal Influenza","States/Local Areas","New Jersey",34,"2009-10",9,"Age","≥6 Months",7.9,"7.1 to 8.7",11653,2009-09-01
"338","Seasonal Influenza","States/Local Areas","New Mexico",35,"2009-10",9,"Age","≥6 Months",9.2,"8.2 to 10.2",9365,2009-09-01
"339","Seasonal Influenza","States/Local Areas","New York",36,"2009-10",9,"Age","≥6 Months",7,"6.3 to 7.7",9661,2009-09-01
"340","Seasonal Influenza","States/Local Areas","North Carolina",37,"2009-10",9,"Age","≥6 Months",8.1,"7.1 to 9.1",11267,2009-09-01
"341","Seasonal Influenza","States/Local Areas","North Dakota",38,"2009-10",9,"Age","≥6 Months",9.1,"8.1 to 10.1",6501,2009-09-01
"342","Seasonal Influenza","States/Local Areas","Ohio",39,"2009-10",9,"Age","≥6 Months",8.5,"7.5 to 9.5",11152,2009-09-01
"343","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2009-10",9,"Age","≥6 Months",7.1,"6.0 to 8.2",9792,2009-09-01
"344","Seasonal Influenza","States/Local Areas","Oregon",41,"2009-10",9,"Age","≥6 Months",8.2,"7.3 to 9.1",8182,2009-09-01
"345","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2009-10",9,"Age","≥6 Months",8.1,"7.3 to 8.9",12179,2009-09-01
"346","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2009-10",9,"Age","≥6 Months",10.7,"9.8 to 11.6",8243,2009-09-01
"347","Seasonal Influenza","States/Local Areas","South Carolina",45,"2009-10",9,"Age","≥6 Months",7.4,"6.6 to 8.2",10809,2009-09-01
